,datetime,name,tempmax,tempmin,temp温度,feelslikemax,feelslikemin,feelslike（体感温度）,dew,"humidity
（湿度）","precip
（降水）","precipprob 
（降水概率）","precipcover
（降水覆盖范围）","preciptype
（降水类型）",snow,snowdepth,"windgust
（阵风）","windspeed
（风速）","winddir
（风向）","sealevelpressure
（海平面气压）","cloudcover
（云量）","visibility
（能见度）","solar radiation
（太阳辐射）","solar energy
（太阳辐射能）","uvindex
（紫外线）","severerisk
（严重风险）","sunrise
（日出时间）","sunset
（日落时间）","moon phase
（月相）","conditions
（气象条件）","description
（描述）","icon
（气象图标）","stations
（气象观测站位置）"
1334,2016/8/26,Beijing,30,15,23.4,28.4,15,23,9.4,44.8,0,0,0,,,,,14.4,358.1,1016.1,0,12.4,300.5,26,9,,2016-08-26T05:36:33,2016-08-26T18:55:13,0.78,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1335,2016/8/27,Beijing,33,16,24,30.8,16,23.4,10.8,49,0,0,0,,,,68.4,24.9,324,1012.6,4.8,11.2,292.8,25.3,9,,2016-08-27T05:37:30,2016-08-27T18:53:42,0.81,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1336,2016/8/28,Beijing,33,16,25.2,30.8,16,24.5,10.4,44.6,0,0,0,,,,,18,356.6,1011.7,4.2,12.3,296.7,25.5,9,,2016-08-28T05:38:26,2016-08-28T18:52:10,0.85,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1337,2016/8/29,Beijing,31,17,24.5,29.8,17,24.1,12.1,49.9,0,0,0,,,,,18,86.7,1011.6,58.8,11.4,243.9,21.2,8,,2016-08-29T05:39:23,2016-08-29T18:50:38,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1338,2016/8/30,Beijing,32,18,25.2,31,18,24.8,14.8,57.2,0,0,0,,,,,10.8,292.4,1005.7,33.9,11,258.1,22.3,8,,2016-08-30T05:40:19,2016-08-30T18:49:05,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1339,2016/8/31,Beijing,35,17,27,32.4,17,25.9,6.5,38.7,0,0,0,,,,57.6,39.6,331.8,996.8,28.5,12.1,288.6,24.9,9,,2016-08-31T05:41:15,2016-08-31T18:47:31,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1340,2016/9/1,Beijing,27,20,24.5,26,20,24.5,6.6,34.9,0,0,0,,,,43.2,25.2,346.8,996.3,84.5,12.8,167.1,14.3,7,,2016-09-01T05:42:12,2016-09-01T18:45:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1341,2016/9/2,Beijing,28.1,20,23.7,28,20,23.7,14.5,58.2,0,0,0,,,,25.2,18,20.9,1002.3,45.8,12,226.3,19.4,8,,2016-09-02T05:43:08,2016-09-02T18:44:23,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1342,2016/9/3,Beijing,31,19.8,25.1,31.4,19.8,25.2,16.9,62.7,0,0,0,,,,36,14.4,157.3,1006.9,26.8,11.6,252.8,21.8,8,,2016-09-03T05:44:04,2016-09-03T18:42:47,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1343,2016/9/4,Beijing,30,22,24.9,30.4,22,25.2,18.8,70.1,0,0,0,,,,,18,147,1009.4,24.3,7.6,219.3,19.1,7,,2016-09-04T05:45:01,2016-09-04T18:41:12,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1344,2016/9/5,Beijing,32,18,24.7,30.8,18,24.4,15.2,60,0,0,0,,,,39.6,21.6,325.2,1009.9,29.8,10.9,254.7,22.1,8,,2016-09-05T05:45:57,2016-09-05T18:39:36,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1345,2016/9/6,Beijing,32,18,25.6,31.6,18,25.2,14.3,55.2,0,0,0,,,,,21.6,319.6,1008.2,90.9,11.4,120.7,10.4,4,,2016-09-06T05:46:53,2016-09-06T18:37:59,0.16,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
1346,2016/9/7,Beijing,30,20,24.3,29.4,20,24.3,15.9,61,9.2,100,8.33,rain,,,32.4,14.4,168.7,1006.1,55.6,10.4,230.1,19.7,8,,2016-09-07T05:47:49,2016-09-07T18:36:22,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
1347,2016/9/8,Beijing,32,16,24.4,30.6,16,23.9,13.1,55.6,1,100,4.17,rain,,,39.6,18,294.9,1006.4,8.5,11.2,267.3,23.1,9,,2016-09-08T05:48:45,2016-09-08T18:34:45,0.22,Rain,Clear conditions throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1348,2016/9/9,Beijing,32,17,24.4,30.6,17,23.9,13.1,55.1,0,0,0,,,,32.4,14.4,352,1008.1,65.9,11.5,233.2,20.2,8,,2016-09-09T05:49:41,2016-09-09T18:33:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1349,2016/9/10,Beijing,31,17,24.3,29.7,17,24,12.6,51.3,0,0,0,,,,,18,41.1,1009.8,75.3,12.3,177.2,15.3,8,,2016-09-10T05:50:38,2016-09-10T18:31:30,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1350,2016/9/11,Beijing,25,16,21,25,16,21,16.8,78.1,3.1,100,8.33,rain,,,39.6,18,79.9,1013.7,57.3,9.8,117.8,10.1,5,,2016-09-11T05:51:34,2016-09-11T18:29:51,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,precipitation,"ZBAA,54511099999"
1351,2016/9/12,Beijing,27,17,22.3,27.5,17,22.3,16,69.6,0,0,0,,,,,11.1,93,1017,48.9,10,226.9,19.7,8,,2016-09-12T05:52:30,2016-09-12T18:28:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1352,2016/9/13,Beijing,27,18,22.3,28.2,18,22.4,18.4,79.9,0,0,0,,,,,10.8,134.9,1017.6,31.6,5.7,201.8,17.5,6,,2016-09-13T05:53:26,2016-09-13T18:26:34,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1353,2016/9/14,Beijing,30,18,23.1,30.8,18,23.3,18.7,78.5,0,0,0,,,,50.4,32.4,190.8,1016.1,24.3,6.2,214.6,18.6,7,,2016-09-14T05:54:23,2016-09-14T18:24:56,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1354,2016/9/15,Beijing,30,18,24,30.2,18,24.3,18.7,74.9,0,0,0,,,,,14.4,66.4,1014,18.9,7.2,225.9,19.7,8,,2016-09-15T05:55:19,2016-09-15T18:23:17,0.45,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1355,2016/9/16,Beijing,30,20,24.2,32.5,20,25.1,20,78.7,0,0,0,,,,36,18,76.8,1012.4,25.3,4.4,182.2,15.6,6,,2016-09-16T05:56:15,2016-09-16T18:21:38,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1356,2016/9/17,Beijing,23,18,21,23,18,21,16.7,77.2,0,0,0,,,,,18,24.8,1017.6,64.8,9.2,95.4,8.3,4,,2016-09-17T05:57:12,2016-09-17T18:19:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1357,2016/9/18,Beijing,23,16,18.8,23,16,18.8,15.6,82.5,10,100,4.17,rain,,,,18,14.9,1020.1,59.3,10.7,102.1,8.8,5,,2016-09-18T05:58:08,2016-09-18T18:18:19,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1358,2016/9/19,Beijing,26,12,19,26,12,19,10.2,61.2,0,0,0,,,,,18,349.1,1021.5,0,12.5,249,21.5,8,,2016-09-19T05:59:05,2016-09-19T18:16:40,0.58,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1359,2016/9/20,Beijing,27,12,19.1,26.5,12,19,10.4,62.6,0,0,0,,,,,14.4,21.8,1020.1,1.7,11.7,241.5,20.9,8,,2016-09-20T06:00:02,2016-09-20T18:15:01,0.62,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1360,2016/9/21,Beijing,22.6,15,18.1,22.6,15,18.1,13.3,74.6,0,0,0,,,,,7.2,61.8,1019,45.8,9.5,166.5,14.6,5,,2016-09-21T06:00:58,2016-09-21T18:13:21,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1361,2016/9/22,Beijing,24.8,15,19.6,24.8,15,19.6,15.4,77.9,0,0,0,,,,,10.8,25.7,1015,21.5,6.3,176.6,15.4,6,,2016-09-22T06:01:55,2016-09-22T18:11:42,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1362,2016/9/23,Beijing,26,16,21,26,16,21,17.5,81.9,5,100,4.17,rain,,,,14.4,94.4,1011.7,29.6,3.3,190.6,16.7,7,,2016-09-23T06:02:52,2016-09-23T18:10:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1363,2016/9/24,Beijing,27,17,22.2,28.2,17,22.3,17.6,76.6,3.6,100,4.17,rain,,,,14.4,73.6,1010,35.3,6.4,169.7,14.8,6,,2016-09-24T06:03:50,2016-09-24T18:08:24,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1364,2016/9/25,Beijing,26,19,22.7,26,19,22.7,18.6,78.4,0,0,0,,,,,12.5,73.3,1013.6,20.4,3.3,153.3,13.2,6,,2016-09-25T06:04:47,2016-09-25T18:06:45,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1365,2016/9/26,Beijing,22,18,19.5,22,18,19.5,17.9,90.7,23.2,100,12.5,rain,,,,18,2.1,1013.7,60.4,5.1,116.7,10.1,5,,2016-09-26T06:05:45,2016-09-26T18:05:06,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
1366,2016/9/27,Beijing,22,13,18,22,13,18,6.5,50.5,3,100,4.17,rain,,,50.4,43.2,348.6,1020.5,46.2,11.1,148.5,12.9,6,,2016-09-27T06:06:42,2016-09-27T18:03:28,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1367,2016/9/28,Beijing,21,9,14.4,21,9,14.4,2.3,48.1,0,0,0,,,,28.8,18,29.2,1025.7,9.7,12.5,237.5,20.4,8,,2016-09-28T06:07:40,2016-09-28T18:01:50,0.9,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1368,2016/9/29,Beijing,22,7,14.2,22,6.9,14.1,6.5,65.3,0,0,0,,,,,18,181.6,1019.6,34.7,9.5,189.6,16.5,7,,2016-09-29T06:08:38,2016-09-29T18:00:12,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1369,2016/9/30,Beijing,24,11,16.9,24,11,16.9,9.8,66.4,0,0,0,,,,,10.8,358.2,1015.3,22.7,7.7,181.4,15.6,6,,2016-09-30T06:09:37,2016-09-30T17:58:34,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1370,2016/10/1,Beijing,24,13,18.3,24,13,18.3,12.3,70,0,0,0,,,,,10.8,113.9,1014.5,25.1,4.8,136.2,11.7,6,,2016-10-01T06:10:35,2016-10-01T17:56:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1371,2016/10/2,Beijing,25,13,19.2,25,13,19.2,13.9,72.9,0,0,0,,,,,11.1,123.8,1012.7,22.9,4.2,145.5,12.4,5,,2016-10-02T06:11:34,2016-10-02T17:55:19,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1372,2016/10/3,Beijing,28,17,22,28.3,17,22,17,75.7,0,0,0,,,,,18.2,94,1010.7,25.9,5.2,171.9,14.9,6,,2016-10-03T06:12:33,2016-10-03T17:53:43,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1373,2016/10/4,Beijing,20,14,16.7,20,14,16.7,12.3,76.4,6,100,4.17,rain,,,39.6,25,90.3,1015.1,87.4,9.3,92.1,7.9,4,,2016-10-04T06:13:32,2016-10-04T17:52:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1374,2016/10/5,Beijing,21,13,16.2,21,13,16.2,13.1,83.1,0,0,0,,,,,12.7,140.5,1018.3,26.4,6.6,166.2,14.2,7,,2016-10-05T06:14:32,2016-10-05T17:50:31,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1375,2016/10/6,Beijing,17.5,12,15,17.5,12,15,12.9,87.3,12,100,4.17,rain,,,,14.4,99.1,1024.8,66,6.7,125.2,10.8,5,,2016-10-06T06:15:32,2016-10-06T17:48:55,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1376,2016/10/7,Beijing,14.6,12,13.2,14.6,12,13.2,11.8,91.5,26,100,16.67,rain,,,28.8,18,128.4,1019.3,84.1,5.6,41.5,3.6,1,,2016-10-07T06:16:32,2016-10-07T17:47:20,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
1377,2016/10/8,Beijing,18,6,12.3,18,5.7,11.9,-0.6,44.7,0,0,0,,,,54,36,326.1,1022,0.1,12.4,217.9,18.8,8,,2016-10-08T06:17:32,2016-10-08T17:45:46,0.24,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1378,2016/10/9,Beijing,18,4,9.7,18,3.4,9.6,3.3,69,0,0,0,,,,,14.4,165.2,1023.1,43.9,10.1,122,10.6,4,,2016-10-09T06:18:33,2016-10-09T17:44:12,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1379,2016/10/10,Beijing,18,5,10.9,18,4.5,10.8,6.8,78.9,0,0,0,,,,,10.8,158.7,1018.2,18.8,7.6,172.5,14.9,6,,2016-10-10T06:19:34,2016-10-10T17:42:39,0.3,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1380,2016/10/11,Beijing,19,8,13.3,19,6.1,12.8,9,77,0,0,0,,,,,16.3,109.4,1021.5,22.7,4.7,183.5,16.1,7,,2016-10-11T06:20:35,2016-10-11T17:41:07,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1381,2016/10/12,Beijing,18,12,14.2,18,12,14.2,9.7,74.6,0,0,0,,,,,14.4,149.7,1024.1,19.4,7.4,157.4,13.6,6,,2016-10-12T06:21:36,2016-10-12T17:39:35,0.37,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1382,2016/10/13,Beijing,21,9,15.1,21,9,15.1,12.1,83.6,0,0,0,,,,,7.2,134.1,1019.5,18.8,2.9,152.5,13.3,6,,2016-10-13T06:22:38,2016-10-13T17:38:04,0.4,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1383,2016/10/14,Beijing,20.6,12,15,20.6,12,15,12.9,88.2,0,0,0,,,,,10.8,105.2,1020.6,18.3,1.8,166.1,14.4,6,,2016-10-14T06:23:41,2016-10-14T17:36:33,0.43,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1384,2016/10/15,Beijing,17,9,14,17,9,14,12.1,88.8,0,0,0,,,,,10.8,149.4,1022.3,28.3,2.4,52.6,4.5,2,,2016-10-15T06:24:43,2016-10-15T17:35:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1385,2016/10/16,Beijing,19.2,13,15.4,19.2,13,15.4,13,86.1,0.3,100,4.17,rain,,,,12.5,173.5,1018.4,23,3.3,155.5,13.4,6,,2016-10-16T06:25:46,2016-10-16T17:33:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1386,2016/10/17,Beijing,22,9,15.4,22,8,15.2,8.4,69.1,0,0,0,,,,,21.6,73.8,1020.5,8.8,7.4,187,16.1,7,,2016-10-17T06:26:49,2016-10-17T17:32:07,0.53,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1387,2016/10/18,Beijing,17.4,13.9,15.5,17.4,13.9,15.5,13,85.2,0,0,0,,,,,9.1,105.2,1019.9,20.4,5,152.5,13.2,6,,2016-10-18T06:27:53,2016-10-18T17:30:40,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1388,2016/10/19,Beijing,20,14,16.5,20,14,16.5,14.5,88.4,0,0,0,,,,,9.1,166.2,1016.5,23.4,1.9,150.4,12.9,6,,2016-10-19T06:28:57,2016-10-19T17:29:13,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1389,2016/10/20,Beijing,17,10,13.9,17,8,13.8,9,74.6,4,100,4.17,rain,,,36,19.9,110.2,1021.7,56.7,7.6,34.9,2.9,1,,2016-10-20T06:30:01,2016-10-20T17:27:48,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1390,2016/10/21,Beijing,12,9.9,10.8,12,9.6,10.8,9,88.6,6.6,100,8.33,rain,,,32.4,14.4,0.7,1019.4,83.1,5.6,82.9,7,4,,2016-10-21T06:31:05,2016-10-21T17:26:24,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
1391,2016/10/22,Beijing,15,8,12.1,15,6.9,12,5.5,65.7,1,100,4.17,rain,,,,18,42.3,1022.8,70.5,12,96.3,8.3,4,,2016-10-22T06:32:10,2016-10-22T17:25:00,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1392,2016/10/23,Beijing,15.1,5,10.2,15.1,3.4,10.1,3.1,64.6,0,0,0,,,,,14.4,8.1,1023.1,41,10.8,164.6,14.3,6,,2016-10-23T06:33:16,2016-10-23T17:23:38,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1393,2016/10/24,Beijing,11.3,5,8.6,11.3,5,8.5,6.1,85.1,0.1,100,4.17,rain,,,,7.2,141.3,1017.5,27.9,7,71.6,6.1,3,,2016-10-24T06:34:21,2016-10-24T17:22:17,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1394,2016/10/25,Beijing,18,5,10.6,18,4.2,10.4,7.4,82.3,0,0,0,,,,,14.4,223.5,1014.5,21.4,5.2,134.6,11.5,5,,2016-10-25T06:35:27,2016-10-25T17:20:57,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1395,2016/10/26,Beijing,17,9,12.4,17,7.3,12.1,1.8,54.3,0,0,0,,,,25.2,21.6,79.4,1023.6,71.6,9.8,119.8,10.5,6,,2016-10-26T06:36:33,2016-10-26T17:19:38,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1396,2016/10/27,Beijing,10,7.7,8.9,10,5.1,8,4.6,75.5,14,100,8.33,rain,,,,18,24.4,1026.9,97.5,9.6,65.5,5.7,4,,2016-10-27T06:37:40,2016-10-27T17:18:21,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,precipitation,"ZBAA,54511099999"
1397,2016/10/28,Beijing,13,4,8.9,13,2.2,8,-4,47.6,0.7,100,4.17,rain,,,50.4,32.4,338.6,1029.6,63.7,12.7,153.2,13.1,6,,2016-10-28T06:38:47,2016-10-28T17:17:04,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1398,2016/10/29,Beijing,12.7,-1,5.1,12.7,-3.6,4.4,-3.1,61.6,0,0,0,,,,,25.2,185.3,1030.9,42.3,10.9,137.8,11.9,5,,2016-10-29T06:39:54,2016-10-29T17:15:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1399,2016/10/30,Beijing,12,1,6.3,12,-1.3,4.7,-3.3,55.3,0,0,0,,,,46.8,36,345.1,1026.5,39.1,10.4,96.5,8.4,4,,2016-10-30T06:41:01,2016-10-30T17:14:35,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1400,2016/10/31,Beijing,6,-3,2.9,3.4,-6.7,-1,-16.8,23,0,0,0,,,,46.8,32.4,329.8,1037.5,4.5,12.6,173.9,14.9,6,,2016-10-31T06:42:09,2016-10-31T17:13:22,0,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1401,2016/11/1,Beijing,8,-5,1.4,6,-5,0.4,-7.7,55.8,0,0,0,,,,36,14.4,234.8,1034,27.5,9.8,142.4,12.3,5,,2016-11-01T06:43:17,2016-11-01T17:12:11,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1402,2016/11/2,Beijing,13,-3,4.7,13,-4.8,4.1,-2.7,62.8,0,0,0,,,,28.8,14.4,214.3,1026.1,11.4,8.6,153.1,13.3,6,,2016-11-02T06:44:25,2016-11-02T17:11:01,0.08,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1403,2016/11/3,Beijing,12,-2,4.2,12,-2,3.8,1,81.3,0,0,0,,,,,10.8,135.3,1018.4,18.8,3.9,144.4,12.7,6,,2016-11-03T06:45:33,2016-11-03T17:09:53,0.12,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1404,2016/11/4,Beijing,11.4,0,4.9,11.4,0,4.5,3.4,91.2,0,0,0,,,,,10.8,121,1009.6,39.8,1,137.2,11.9,5,,2016-11-04T06:46:42,2016-11-04T17:08:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1405,2016/11/5,Beijing,15.1,5,8.4,15.1,3.4,7.5,5.4,83.1,0,0,0,,,,,25.2,126.7,1014.6,37.5,2.2,134.9,11.6,5,,2016-11-05T06:47:50,2016-11-05T17:07:41,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1406,2016/11/6,Beijing,10,4,7.1,8.5,3.4,5.9,-2.1,53.6,0,0,0,,,,,14.4,170.6,1027.1,50.5,9.3,116.8,10.1,5,,2016-11-06T06:48:59,2016-11-06T17:06:37,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1407,2016/11/7,Beijing,13,4,8.3,13,1.3,6.5,-3.5,49.3,0.4,100,4.17,rain,,,,36,334.4,1029.7,38.7,10.9,127,11,5,,2016-11-07T06:50:08,2016-11-07T17:05:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,precipitation,"ZBAA,54511099999"
1408,2016/11/8,Beijing,11.1,-3,4.3,11.1,-3,4,-4.6,57.7,0,0,0,,,,36,14.4,202,1034.2,0,10.1,150,13,6,,2016-11-08T06:51:17,2016-11-08T17:04:34,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1409,2016/11/9,Beijing,6.5,-2,2.8,6,-4.8,2,-0.4,80.2,0,0,0,,,,,10.8,92.5,1029.3,22.6,4.1,90.3,7.8,4,,2016-11-09T06:52:27,2016-11-09T17:03:35,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1410,2016/11/10,Beijing,11,1.2,6.7,11,1.2,5.4,0.2,66.6,0.6,100,4.17,rain,,,43.2,21.6,219.5,1015.2,24.8,5.3,85.6,7.4,4,,2016-11-10T06:53:36,2016-11-10T17:02:38,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,precipitation,"ZBAA,54511099999"
1411,2016/11/11,Beijing,10,-1,3.9,9.2,-2.5,3,-1.2,73.3,0,0,0,,,,,10.8,43.2,1014.5,29.2,5.9,118.3,10.3,5,,2016-11-11T06:54:45,2016-11-11T17:01:43,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1412,2016/11/12,Beijing,13,0,6.6,13,-4.3,5.5,0.1,64.8,0,0,0,,,,,14.4,124.3,1019.8,21.5,8.2,134,11.7,5,,2016-11-12T06:55:54,2016-11-12T17:00:49,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1413,2016/11/13,Beijing,9.1,6.9,7.8,9,5.6,7.5,4.1,77.7,0,0,0,,,,,7.2,123.2,1017.6,33.7,6,114.7,10,5,,2016-11-13T06:57:03,2016-11-13T16:59:57,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1414,2016/11/14,Beijing,14,3.6,8.5,14,1.9,7.2,-9.1,38.4,0,0,0,,,,43.2,36,352.2,1021.9,13.2,9.4,134,11.6,6,,2016-11-14T06:58:12,2016-11-14T16:59:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1415,2016/11/15,Beijing,10.1,-3,3.4,10.1,-6,2.3,-6.3,54.1,0,0,0,,,,,14.4,103.6,1025.6,11.7,9.4,126.8,10.9,5,,2016-11-15T06:59:21,2016-11-15T16:58:18,0.52,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1416,2016/11/16,Beijing,12,0,5.2,12,-2.5,4.3,-0.2,71.7,0,0,0,,,,,14.4,18.7,1021,19.6,6.8,99.8,8.7,4,,2016-11-16T07:00:30,2016-11-16T16:57:32,0.55,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1417,2016/11/17,Beijing,7,1,5.2,7,1,4.8,-0.2,69,0,0,0,,,,,7.2,89.3,1023.4,44.1,5,42.6,3.7,2,,2016-11-17T07:01:39,2016-11-17T16:56:47,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1418,2016/11/18,Beijing,8,6,6.5,8,4.5,6.2,3.9,83.5,0,0,0,,,,,7.2,48.5,1015.1,100,2.4,94.9,8.1,4,,2016-11-18T07:02:47,2016-11-18T16:56:04,0.62,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
1419,2016/11/19,Beijing,14.8,4,9.1,14.8,2.5,8,2.4,69,0.2,100,4.17,rain,,,,18,75,1017.9,53.7,6.3,123.2,10.6,5,,2016-11-19T07:03:55,2016-11-19T16:55:24,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1420,2016/11/20,Beijing,6,1,3.2,4.5,-4.2,0.1,0.6,83.4,0.4,100,4.17,rain,,,,21.6,74.3,1025.3,81.4,5.7,75,6.4,4,,2016-11-20T07:05:03,2016-11-20T16:54:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
